Order,SeqHeader,PC1,PC2,PC3,PC4,PC5
Chroococcales,Seq1,-22.637084616857816,-1.2427236519245126,6.8402259963102345,2.2545728409554067,-0.5824828643975248
Chroococcales,Seq2,-12.214394213074454,-6.098390939922783,51.95371596730117,-0.5373964296222042,1.897686300065509
Chroococcales,Seq3,-14.127446567622568,-5.315310267822975,48.184909751466364,-0.9560534175206966,0.482395902899147
Chroococcales,Seq4,-4.856010360438954,-5.903990028640583,52.807606006859004,0.06993213660219448,2.798906685138609
Chroococcales,Seq5,-18.007485465756762,-3.342619997004807,26.25639173887682,0.2595754525114272,1.3829104289522491
Chroococcales,Seq6,-12.17196019649035,-4.737559395574372,49.769910444362885,-1.0606058419359137,4.948713243874976
Chroococcales,Seq7,-14.152015760578903,-5.662961532595122,46.96495380274053,-0.4001033524995997,0.07029583576495907
Chroococcales,Seq8,-13.145850763753794,-7.055520262232888,49.80808052402799,0.21266745108146348,0.8494829347591135
Chroococcales,Seq9,-18.876693842855467,-5.687784611164871,29.041650129098972,0.6208225206899214,0.11807594108973869
Chroococcales,Seq10,-12.012820232786774,-6.1768425569696594,49.07090979942006,-1.6793207764539917,0.6103461190446193
Chroococcales,Seq11,-12.448717450352774,-6.038481444968171,52.68669570462665,-0.1531276667197288,-0.9672677777290546
Chroococcales,Seq12,-14.063394005221605,-5.300929933091141,49.4687284023793,-1.193215098101493,0.4937299691918121
Chroococcales,Seq13,-14.063394005221605,-5.300929933091141,49.4687284023793,-1.193215098101493,0.4937299691918121
Chroococcales,Seq14,-4.929973148557327,-8.055798391985897,56.81734410457121,3.4059815283815364,-1.403793856994496
Chroococcales,Seq15,-13.837319820158113,-5.270995450421417,48.93289679313911,-1.5670427528160886,0.662025256011268
Chroococcales,Seq16,-14.568644352440407,-7.446069103225622,49.31622171603874,-1.3252531651298476,0.19594463577264418
Chroococcales,Seq17,336.9717014654454,21.697472724719344,13.521980067286892,183.66768749099595,38.15555933110069
Chroococcales,Seq18,-6.857229898399719,-5.065338677706421,54.776124385318326,5.641300415867806,-0.8495176564302092
Chroococcales,Seq19,-12.944706474840352,-7.371028300679119,52.335674868970514,-1.3716458771085274,-0.23579173013440305
Chroococcales,Seq20,-13.017735741595132,-5.72336819560476,52.21730873023132,-2.1549107489131303,0.23838114289747758
Chroococcales,Seq21,-13.077353923366623,-6.2811980670060965,53.78982646559526,-1.5668110731076301,-0.13734138663638135
Chroococcales,Seq22,-15.478256012269856,-5.8363248781225225,52.35315104629553,-1.2465756704743876,-0.5165278432475884
Chroococcales,Seq23,-14.99223281312959,-6.415768400554709,50.99236415585397,-1.6528094571516756,0.3511401492344696
Chroococcales,Seq24,-14.618647335719622,-7.626702708952008,51.214946924280795,-1.175971299946016,0.6579885870294276
Chroococcales,Seq25,-14.618647335719622,-7.626702708952008,51.214946924280795,-1.175971299946016,0.6579885870294276
Chroococcales,Seq26,-15.04233005775114,-7.044837224537966,48.75631046084766,-1.6628517999154357,0.723223488097439
Chroococcales,Seq27,-15.660779229584076,-6.361169803466959,50.27808698878925,-0.9004302173775387,-0.49170147552899024
Chroococcales,Seq28,-12.900700117645343,-6.907761472348189,52.998700497211885,-1.8618068115429531,-0.5232461705521704
Chroococcales,Seq29,-13.208104349356967,-6.461460531176833,52.05159158324611,-2.3868557198501765,-0.706430789508679
Chroococcales,Seq30,-14.561880544046646,-5.641328830535276,50.34419249921146,-1.838518673948996,-0.11168868700355977
Chroococcales,Seq31,-6.447126987946009,-2.590166863847603,53.58842799697169,-0.7999118406810521,1.5239120282759857
